index,_id,tags,tags1
Advance Excel,61b35d58d3388d5aa421b5f2,"['Excel Interface', 'Data analysis', 'Formulas in Excel', 'Excel Worksheet', 'Imran', ['Excel Interface', 'Data analysis', 'Formulas in Excel', 'Excel Worksheet']]","Excel Interface Data analysis Formulas in Excel Excel Worksheet Imran ['Excel Interface', 'Data analysis', 'Formulas in Excel', 'Excel Worksheet']"
OpenCV Projects,61b35d51d3388d5aa421b55a,"['Develop various projects with OpenCV library and deep learning techniques.', 'Project presentation skills', 'Feature Extraction', 'KhushaliShah', ['Develop various projects with OpenCV library and deep learning techniques.', 'Project presentation skills', 'Feature Extraction']]","Develop various projects with OpenCV library and deep learning techniques. Project presentation skills Feature Extraction KhushaliShah ['Develop various projects with OpenCV library and deep learning techniques.', 'Project presentation skills', 'Feature Extraction']"
Computer Vision Projects,61b35cd6d3388d5aa421b2f6,"['Working with desktop & web applications', 'Computer vision projects like object detection, object tracking & much more.', 'Full project pipelines from scratch to deployment.', 'Project presentation skills', 'SourangshuPal', ['Working with desktop & web applications', 'Computer vision projects like object detection, object tracking & much more.', 'Full project pipelines from scratch to deployment.', 'Project presentation skills']]","Working with desktop & web applications Computer vision projects like object detection, object tracking & much more. Full project pipelines from scratch to deployment. Project presentation skills SourangshuPal ['Working with desktop & web applications', 'Computer vision projects like object detection, object tracking & much more.', 'Full project pipelines from scratch to deployment.', 'Project presentation skills']"
Computer Vision,61b35c5ed3388d5aa421b0ec,"['Basic fundamentals of computer vision.', 'CNN architectures, classification, object detection & segmentation', 'Image formation, motion estimation, tracking & other fundamentals with computer vision.', 'Various architecture usages with Computer vision for advanced-level works. ', 'SourangshuPal', ['Basic fundamentals of computer vision.', 'CNN architectures, classification, object detection & segmentation', 'Image formation, motion estimation, tracking & other fundamentals with computer vision.', 'Various architecture usages with Computer vision for advanced-level works. ']]","Basic fundamentals of computer vision. CNN architectures, classification, object detection & segmentation Image formation, motion estimation, tracking & other fundamentals with computer vision. Various architecture usages with Computer vision for advanced-level works.  SourangshuPal ['Basic fundamentals of computer vision.', 'CNN architectures, classification, object detection & segmentation', 'Image formation, motion estimation, tracking & other fundamentals with computer vision.', 'Various architecture usages with Computer vision for advanced-level works. ']"
GCP Interview,61b35c53d3388d5aa421af8d,"['How to design solutions for GCP platform                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          ', 'Understand the important concepts of GCP', 'Interview questions', 'Sample resumes', 'KhushaliShah', ['How to design solutions for GCP platform                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          ', 'Understand the important concepts of GCP', 'Interview questions', 'Sample resumes']]","How to design solutions for GCP platform                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           Understand the important concepts of GCP Interview questions Sample resumes KhushaliShah ['How to design solutions for GCP platform                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          ', 'Understand the important concepts of GCP', 'Interview questions', 'Sample resumes']"
Azure Luis,61b35c3fd3388d5aa421aed2,"['Get knowledge of various concepts for building chatbots using Bot Builder SDK and LUIS', 'Chatbot integration with Facebook Messenger, Skype, & Slack', 'Different cloud platforms like Heroku, AWS, Azure chatbot app deployment', 'LUIS: intents, entities, production, model training', 'KhushaliShah', ['Get knowledge of various concepts for building chatbots using Bot Builder SDK and LUIS', 'Chatbot integration with Facebook Messenger, Skype, & Slack', 'Different cloud platforms like Heroku, AWS, Azure chatbot app deployment', 'LUIS: intents, entities, production, model training']]","Get knowledge of various concepts for building chatbots using Bot Builder SDK and LUIS Chatbot integration with Facebook Messenger, Skype, & Slack Different cloud platforms like Heroku, AWS, Azure chatbot app deployment LUIS: intents, entities, production, model training KhushaliShah ['Get knowledge of various concepts for building chatbots using Bot Builder SDK and LUIS', 'Chatbot integration with Facebook Messenger, Skype, & Slack', 'Different cloud platforms like Heroku, AWS, Azure chatbot app deployment', 'LUIS: intents, entities, production, model training']"
Full Stack Data Science Nov'21 Batch,61b30b40b733d139bc0e7ffb,"['Python', 'Stats', 'Machine learning', 'Deep learning', 'Computer vision', 'Natural language processing', 'Data analytics', 'Big data', 'Ml ops', 'Cloud', 'Data structure and algorithm', 'Architecture', 'Domain wise project', 'Databases', 'Negotiations skills', 'Mock interview', 'Interview preparation', 'Resume building after every module', 'krishnaik', 'SudhanshuKumar', ['Python', 'Stats', 'Machine learning', 'Deep learning', 'Computer vision', 'Natural language processing', 'Data analytics', 'Big data', 'Ml ops', 'Cloud', 'Data structure and algorithm', 'Architecture', 'Domain wise project', 'Databases', 'Negotiations skills', 'Mock interview', 'Interview preparation', 'Resume building after every module']]","Python Stats Machine learning Deep learning Computer vision Natural language processing Data analytics Big data Ml ops Cloud Data structure and algorithm Architecture Domain wise project Databases Negotiations skills Mock interview Interview preparation Resume building after every module krishnaik SudhanshuKumar ['Python', 'Stats', 'Machine learning', 'Deep learning', 'Computer vision', 'Natural language processing', 'Data analytics', 'Big data', 'Ml ops', 'Cloud', 'Data structure and algorithm', 'Architecture', 'Domain wise project', 'Databases', 'Negotiations skills', 'Mock interview', 'Interview preparation', 'Resume building after every module']"
MLDL,61b30b40b733d139bc0e7ff7,"['Python', 'Stats', 'Machine learning', 'Deep learning', 'Data analytics', 'Mock interview', 'Interview preparation', 'Resume building', 'krishnaik', 'SudhanshuKumar', ['Python', 'Stats', 'Machine learning', 'Deep learning', 'Data analytics', 'Mock interview', 'Interview preparation', 'Resume building']]","Python Stats Machine learning Deep learning Data analytics Mock interview Interview preparation Resume building krishnaik SudhanshuKumar ['Python', 'Stats', 'Machine learning', 'Deep learning', 'Data analytics', 'Mock interview', 'Interview preparation', 'Resume building']"
Business Analytics,61b30b40b733d139bc0e7ff5,"['Python', 'PowerBI', 'Tableau', 'Advanced Excel', 'Statistics', ['Python', 'PowerBI', 'Tableau', 'Advanced Excel', 'Statistics']]","Python PowerBI Tableau Advanced Excel Statistics ['Python', 'PowerBI', 'Tableau', 'Advanced Excel', 'Statistics']"
AI Operations,61b30b40b733d139bc0e7ff3,"['AIOps', 'Linux foundation', 'GIT foundation', 'GitHub', 'Gitlab', 'Data version control DVC', 'MLFlow', 'Docker foundation', 'Kubernetes Foundation', 'Tensorflow Extend (TFX)', 'Kubeflow', 'AWS AIOps', 'Azure AIOps', 'GCP AIOps', 'Digital Ocean', 'SunnyBhaveenChandra', ['AIOps', 'Linux foundation', 'GIT foundation', 'GitHub', 'Gitlab', 'Data version control DVC', 'MLFlow', 'Docker foundation', 'Kubernetes Foundation', 'Tensorflow Extend (TFX)', 'Kubeflow', 'AWS AIOps', 'Azure AIOps', 'GCP AIOps', 'Digital Ocean']]","AIOps Linux foundation GIT foundation GitHub Gitlab Data version control DVC MLFlow Docker foundation Kubernetes Foundation Tensorflow Extend (TFX) Kubeflow AWS AIOps Azure AIOps GCP AIOps Digital Ocean SunnyBhaveenChandra ['AIOps', 'Linux foundation', 'GIT foundation', 'GitHub', 'Gitlab', 'Data version control DVC', 'MLFlow', 'Docker foundation', 'Kubernetes Foundation', 'Tensorflow Extend (TFX)', 'Kubeflow', 'AWS AIOps', 'Azure AIOps', 'GCP AIOps', 'Digital Ocean']"
AWS Cloud Master,61b30b40b733d139bc0e7ff1,"['AWS Certification', 'All Services', 'Real time implementation', 'Understanding of cloud services w.r.t ML, DL,etc by implementing Projects', 'ETL Pipeline', 'ML/DL Model Testing and Monitoring', 'Understand different Cloud Computings, EC2, Elastic Bean, AWS Lightsail, and more', 'Scenario based questions in AWS Certification', 'SachinAgarwal', ['AWS Certification', 'All Services', 'Real time implementation', 'Understanding of cloud services w.r.t ML, DL,etc by implementing Projects', 'ETL Pipeline', 'ML/DL Model Testing and Monitoring', 'Understand different Cloud Computings, EC2, Elastic Bean, AWS Lightsail, and more', 'Scenario based questions in AWS Certification']]","AWS Certification All Services Real time implementation Understanding of cloud services w.r.t ML, DL,etc by implementing Projects ETL Pipeline ML/DL Model Testing and Monitoring Understand different Cloud Computings, EC2, Elastic Bean, AWS Lightsail, and more Scenario based questions in AWS Certification SachinAgarwal ['AWS Certification', 'All Services', 'Real time implementation', 'Understanding of cloud services w.r.t ML, DL,etc by implementing Projects', 'ETL Pipeline', 'ML/DL Model Testing and Monitoring', 'Understand different Cloud Computings, EC2, Elastic Bean, AWS Lightsail, and more', 'Scenario based questions in AWS Certification']"
Big Data Masters,61b30b40b733d139bc0e7fef,"['30+ Big Data Technologies', 'Big Data Engine Creation', 'Streaming and Batch Processing of Data', 'Various SQL Databases', 'Various NOSQL Databases', 'Real-Time Implementation', 'Spark', 'Hive', 'Talend', 'Informatica', 'Hadoop Distributions', 'Deployment', 'DataBricks Implementation', ['30+ Big Data Technologies', 'Big Data Engine Creation', 'Streaming and Batch Processing of Data', 'Various SQL Databases', 'Various NOSQL Databases', 'Real-Time Implementation', 'Spark', 'Hive', 'Talend', 'Informatica', 'Hadoop Distributions', 'Deployment', 'DataBricks Implementation']]","30+ Big Data Technologies Big Data Engine Creation Streaming and Batch Processing of Data Various SQL Databases Various NOSQL Databases Real-Time Implementation Spark Hive Talend Informatica Hadoop Distributions Deployment DataBricks Implementation ['30+ Big Data Technologies', 'Big Data Engine Creation', 'Streaming and Batch Processing of Data', 'Various SQL Databases', 'Various NOSQL Databases', 'Real-Time Implementation', 'Spark', 'Hive', 'Talend', 'Informatica', 'Hadoop Distributions', 'Deployment', 'DataBricks Implementation']"
30 days Fast Track Data Science Interview Preparation,61b30b40b733d139bc0e7fed,"['Profile Building', 'System Designing', 'Domain Understanding', 'Common Mistakes', 'Project Management', 'ML Interview Questions', 'DL Interview Questions', 'NLP Interview Questions', 'Stats Interview Questions', 'Python Interview Questions', 'Computer Vision Interview Questions', 'Mock Interview', 'krishnaik', 'SudhanshuKumar', ['Profile Building', 'System Designing', 'Domain Understanding', 'Common Mistakes', 'Project Management', 'ML Interview Questions', 'DL Interview Questions', 'NLP Interview Questions', 'Stats Interview Questions', 'Python Interview Questions', 'Computer Vision Interview Questions', 'Mock Interview']]","Profile Building System Designing Domain Understanding Common Mistakes Project Management ML Interview Questions DL Interview Questions NLP Interview Questions Stats Interview Questions Python Interview Questions Computer Vision Interview Questions Mock Interview krishnaik SudhanshuKumar ['Profile Building', 'System Designing', 'Domain Understanding', 'Common Mistakes', 'Project Management', 'ML Interview Questions', 'DL Interview Questions', 'NLP Interview Questions', 'Stats Interview Questions', 'Python Interview Questions', 'Computer Vision Interview Questions', 'Mock Interview']"
End to End Object Detection,61b30b40b733d139bc0e7feb,"['Python Basics', 'Flask Development', 'Pycharm Basics', 'Debug Applications', 'Tensorflow1.x Object Detection', 'Tensorflow2.x Object Detection', 'Detectro2 Object Detection/Segmentation', 'Yolo Object Detection', 'Working with Images', 'Working with Videos', 'SourangshuPal', ['Python Basics', 'Flask Development', 'Pycharm Basics', 'Debug Applications', 'Tensorflow1.x Object Detection', 'Tensorflow2.x Object Detection', 'Detectro2 Object Detection/Segmentation', 'Yolo Object Detection', 'Working with Images', 'Working with Videos']]","Python Basics Flask Development Pycharm Basics Debug Applications Tensorflow1.x Object Detection Tensorflow2.x Object Detection Detectro2 Object Detection/Segmentation Yolo Object Detection Working with Images Working with Videos SourangshuPal ['Python Basics', 'Flask Development', 'Pycharm Basics', 'Debug Applications', 'Tensorflow1.x Object Detection', 'Tensorflow2.x Object Detection', 'Detectro2 Object Detection/Segmentation', 'Yolo Object Detection', 'Working with Images', 'Working with Videos']"
Class 10 Biology,61b30b40b733d139bc0e7fe9,"['Entire NCERT Class 10th Biology Syllabus', 'Chapter wise solution with detailed explanation', ['Entire NCERT Class 10th Biology Syllabus', 'Chapter wise solution with detailed explanation']]","Entire NCERT Class 10th Biology Syllabus Chapter wise solution with detailed explanation ['Entire NCERT Class 10th Biology Syllabus', 'Chapter wise solution with detailed explanation']"
Class 10 Chemistry,61b30b40b733d139bc0e7fe7,"['Entire NCERT Class 10th Chimestry Syllabus', 'Chapter wise solution with detailed explanation', ['Entire NCERT Class 10th Chimestry Syllabus', 'Chapter wise solution with detailed explanation']]","Entire NCERT Class 10th Chimestry Syllabus Chapter wise solution with detailed explanation ['Entire NCERT Class 10th Chimestry Syllabus', 'Chapter wise solution with detailed explanation']"
Class 10 Physics,61b30b40b733d139bc0e7fe5,"['Entire NCERT Class 10th Physics Syllabus', 'Chapter wise solution with detailed explanation', 'JwalaPrakash', ['Entire NCERT Class 10th Physics Syllabus', 'Chapter wise solution with detailed explanation']]","Entire NCERT Class 10th Physics Syllabus Chapter wise solution with detailed explanation JwalaPrakash ['Entire NCERT Class 10th Physics Syllabus', 'Chapter wise solution with detailed explanation']"
Class 10 Mathematics,61b30b40b733d139bc0e7fe3,"['Entire NCERT Class 10th Mathematics Syllabus', 'Chapter wise solution with detailed explanation', 'JayantTopnani', ['Entire NCERT Class 10th Mathematics Syllabus', 'Chapter wise solution with detailed explanation']]","Entire NCERT Class 10th Mathematics Syllabus Chapter wise solution with detailed explanation JayantTopnani ['Entire NCERT Class 10th Mathematics Syllabus', 'Chapter wise solution with detailed explanation']"
Mega Community,61b30b40b733d139bc0e7fe1,"['End to End data Science project', 'Tech used in industry ', 'SunnyBhaveenChandra', 'SourangshuPal', 'krishnaik', 'SudhanshuKumar', ['End to End data Science project', 'Tech used in industry ']]","End to End data Science project Tech used in industry  SunnyBhaveenChandra SourangshuPal krishnaik SudhanshuKumar ['End to End data Science project', 'Tech used in industry ']"
Data Structure and Algorithms with competitive programming,61b30b40b733d139bc0e7fdf,"['Analysis in Algorithms', 'Divide and Conquer', 'Greedy Technique', 'Dynamic Programming', 'Arrays', 'Linked List', 'Skip List', 'Hashing', 'Tree', 'Graph Traversal', 'Tree Traversal', 'Programming', 'Stack', 'Queue', 'String Matching', 'NP-Hard and NP-Complete Problems', 'PriyaBhatia', ['Analysis in Algorithms', 'Divide and Conquer', 'Greedy Technique', 'Dynamic Programming', 'Arrays', 'Linked List', 'Skip List', 'Hashing', 'Tree', 'Graph Traversal', 'Tree Traversal', 'Programming', 'Stack', 'Queue', 'String Matching', 'NP-Hard and NP-Complete Problems']]","Analysis in Algorithms Divide and Conquer Greedy Technique Dynamic Programming Arrays Linked List Skip List Hashing Tree Graph Traversal Tree Traversal Programming Stack Queue String Matching NP-Hard and NP-Complete Problems PriyaBhatia ['Analysis in Algorithms', 'Divide and Conquer', 'Greedy Technique', 'Dynamic Programming', 'Arrays', 'Linked List', 'Skip List', 'Hashing', 'Tree', 'Graph Traversal', 'Tree Traversal', 'Programming', 'Stack', 'Queue', 'String Matching', 'NP-Hard and NP-Complete Problems']"
MERN Stack Beginner to Advance with Internship,61b30b40b733d139bc0e7fdd,"['HTML', 'CSS', 'Javascript', 'Diving deep in core JS', 'Exploring Functional nature of JS', 'JSX in Depth', 'MongoDB', 'Node.js', 'Databases in Node.js', 'NoSql databases', 'File Handling', 'Building a Full fledge e-commerce application', 'Socket API', 'Testing in Node', 'KeshavSingh', ['HTML', 'CSS', 'Javascript', 'Diving deep in core JS', 'Exploring Functional nature of JS', 'JSX in Depth', 'MongoDB', 'Node.js', 'Databases in Node.js', 'NoSql databases', 'File Handling', 'Building a Full fledge e-commerce application', 'Socket API', 'Testing in Node']]","HTML CSS Javascript Diving deep in core JS Exploring Functional nature of JS JSX in Depth MongoDB Node.js Databases in Node.js NoSql databases File Handling Building a Full fledge e-commerce application Socket API Testing in Node KeshavSingh ['HTML', 'CSS', 'Javascript', 'Diving deep in core JS', 'Exploring Functional nature of JS', 'JSX in Depth', 'MongoDB', 'Node.js', 'Databases in Node.js', 'NoSql databases', 'File Handling', 'Building a Full fledge e-commerce application', 'Socket API', 'Testing in Node']"
Deep Learning With Computer Vision and Advanced NLP,61b30b40b733d139bc0e7fdb,"['Advance NLP with deep-learning overview.', 'TensorFlow Installation.', 'Pytorch.', 'Neural Network.', 'CNN overview', 'Advance Computer Vision – Part 1.', 'Advance computer Vision – Part 2.', 'ChatBot.', 'Text processing', 'Spacy.', 'NLP terminalogy.', 'RNN', 'Attention Based model.', 'Hardware Setup – GPU.', 'Transfer Learning in NLP.', 'Mini NLP Project.', 'Deployment of Model and Performance tuning.', 'NLP Transfer learning project with deployment and integration with UI.', 'NLP end to end project with architecture and deployment.', 'NLP project end to end with deployment in various cloud and UI integration.', 'Computer Vision Project.', 'krishnaik', 'SudhanshuKumar', ['Advance NLP with deep-learning overview.', 'TensorFlow Installation.', 'Pytorch.', 'Neural Network.', 'CNN overview', 'Advance Computer Vision – Part 1.', 'Advance computer Vision – Part 2.', 'ChatBot.', 'Text processing', 'Spacy.', 'NLP terminalogy.', 'RNN', 'Attention Based model.', 'Hardware Setup – GPU.', 'Transfer Learning in NLP.', 'Mini NLP Project.', 'Deployment of Model and Performance tuning.', 'NLP Transfer learning project with deployment and integration with UI.', 'NLP end to end project with architecture and deployment.', 'NLP project end to end with deployment in various cloud and UI integration.', 'Computer Vision Project.']]","Advance NLP with deep-learning overview. TensorFlow Installation. Pytorch. Neural Network. CNN overview Advance Computer Vision – Part 1. Advance computer Vision – Part 2. ChatBot. Text processing Spacy. NLP terminalogy. RNN Attention Based model. Hardware Setup – GPU. Transfer Learning in NLP. Mini NLP Project. Deployment of Model and Performance tuning. NLP Transfer learning project with deployment and integration with UI. NLP end to end project with architecture and deployment. NLP project end to end with deployment in various cloud and UI integration. Computer Vision Project. krishnaik SudhanshuKumar ['Advance NLP with deep-learning overview.', 'TensorFlow Installation.', 'Pytorch.', 'Neural Network.', 'CNN overview', 'Advance Computer Vision – Part 1.', 'Advance computer Vision – Part 2.', 'ChatBot.', 'Text processing', 'Spacy.', 'NLP terminalogy.', 'RNN', 'Attention Based model.', 'Hardware Setup – GPU.', 'Transfer Learning in NLP.', 'Mini NLP Project.', 'Deployment of Model and Performance tuning.', 'NLP Transfer learning project with deployment and integration with UI.', 'NLP end to end project with architecture and deployment.', 'NLP project end to end with deployment in various cloud and UI integration.', 'Computer Vision Project.']"
Business Analytics Masters with 3 month Internship,61b30b40b733d139bc0e7fd9,"['Python', 'PowerBI', 'Tableau', 'Advanced Excel', 'Statistics ', 'AmitBose', ['Python', 'PowerBI', 'Tableau', 'Advanced Excel', 'Statistics ']]","Python PowerBI Tableau Advanced Excel Statistics  AmitBose ['Python', 'PowerBI', 'Tableau', 'Advanced Excel', 'Statistics ']"
Machine Learning And Deep Learning Masters,61b30b40b733d139bc0e7fd7,"['Python', 'Stats', 'Machine learning', 'Deep learning', 'Data analytics', 'Mock interview', 'Interview preparation', 'Resume building ', 'krishnaik', 'SudhanshuKumar', ['Python', 'Stats', 'Machine learning', 'Deep learning', 'Data analytics', 'Mock interview', 'Interview preparation', 'Resume building ']]","Python Stats Machine learning Deep learning Data analytics Mock interview Interview preparation Resume building  krishnaik SudhanshuKumar ['Python', 'Stats', 'Machine learning', 'Deep learning', 'Data analytics', 'Mock interview', 'Interview preparation', 'Resume building ']"
Full Stack Data Science Feb'21 Batch,61b30b40b733d139bc0e7fd5,"['Python', 'Stats', 'Machine learning', 'Deep learning', 'Computer vision', 'Natural language processing', 'Data analytics', 'Big data', 'Ml ops', 'Cloud', 'Data structure and algorithm', 'Architecture', 'Domain wise project', 'Databases', 'Negotiations skills', 'Mock interview', 'Interview preparation', 'Resume building after every module', 'SunnyBhaveenChandra', 'krishnaik', 'SudhanshuKumar', ['Python', 'Stats', 'Machine learning', 'Deep learning', 'Computer vision', 'Natural language processing', 'Data analytics', 'Big data', 'Ml ops', 'Cloud', 'Data structure and algorithm', 'Architecture', 'Domain wise project', 'Databases', 'Negotiations skills', 'Mock interview', 'Interview preparation', 'Resume building after every module']]","Python Stats Machine learning Deep learning Computer vision Natural language processing Data analytics Big data Ml ops Cloud Data structure and algorithm Architecture Domain wise project Databases Negotiations skills Mock interview Interview preparation Resume building after every module SunnyBhaveenChandra krishnaik SudhanshuKumar ['Python', 'Stats', 'Machine learning', 'Deep learning', 'Computer vision', 'Natural language processing', 'Data analytics', 'Big data', 'Ml ops', 'Cloud', 'Data structure and algorithm', 'Architecture', 'Domain wise project', 'Databases', 'Negotiations skills', 'Mock interview', 'Interview preparation', 'Resume building after every module']"
Digital Marketing Foundation,61b30b40b733d139bc0e7fd3,"['From Scratch grow business online', 'Work from home as a Freelancer Marketer', 'Make money as an Affiliate Marketer', ['From Scratch grow business online', 'Work from home as a Freelancer Marketer', 'Make money as an Affiliate Marketer']]","From Scratch grow business online Work from home as a Freelancer Marketer Make money as an Affiliate Marketer ['From Scratch grow business online', 'Work from home as a Freelancer Marketer', 'Make money as an Affiliate Marketer']"
Live Virtual Interview,61b30b40b733d139bc0e7fd1,"['How to prepare for Interview', 'krishnaik', 'SudhanshuKumar', ['How to prepare for Interview']]",How to prepare for Interview krishnaik SudhanshuKumar ['How to prepare for Interview']
Chatbot using Rasa NLU,61b30b40b733d139bc0e7fcf,"['Chatbot Using RASA NLU', 'Chatbot Introduction', 'Introduction To RASA', 'FAQ Problem Statement', 'FAQ Chatbot Implementation', 'Telegram Integration', 'Conclusion and Further Work', ['Chatbot Using RASA NLU', 'Chatbot Introduction', 'Introduction To RASA', 'FAQ Problem Statement', 'FAQ Chatbot Implementation', 'Telegram Integration', 'Conclusion and Further Work']]","Chatbot Using RASA NLU Chatbot Introduction Introduction To RASA FAQ Problem Statement FAQ Chatbot Implementation Telegram Integration Conclusion and Further Work ['Chatbot Using RASA NLU', 'Chatbot Introduction', 'Introduction To RASA', 'FAQ Problem Statement', 'FAQ Chatbot Implementation', 'Telegram Integration', 'Conclusion and Further Work']"
Chatbot using Azure Luis,61b30b40b733d139bc0e7fcd,"['Create A FAQ into chatbot', 'In Local run chatbot with using Microsoft Azure Luis bot emulator', 'Understand Entities, intents and Utterance', ['Create A FAQ into chatbot', 'In Local run chatbot with using Microsoft Azure Luis bot emulator', 'Understand Entities, intents and Utterance']]","Create A FAQ into chatbot In Local run chatbot with using Microsoft Azure Luis bot emulator Understand Entities, intents and Utterance ['Create A FAQ into chatbot', 'In Local run chatbot with using Microsoft Azure Luis bot emulator', 'Understand Entities, intents and Utterance']"
Chatbot Using Google Dialogflow,61b30b40b733d139bc0e7fcb,"['End to End Chatbot with Deployment And Custom Service Integration', 'Chatbot Fundamentals', 'Understanding The Framework', ""Business Problem- Let\\'s Build The Chatbot"", 'Building The Solution', 'Implementing The FulFillment', 'Integration With Telegram', ' Summary And Further Work', ['End to End Chatbot with Deployment And Custom Service Integration', 'Chatbot Fundamentals', 'Understanding The Framework', ""Business Problem- Let\\'s Build The Chatbot"", 'Building The Solution', 'Implementing The FulFillment', 'Integration With Telegram', ' Summary And Further Work']]","End to End Chatbot with Deployment And Custom Service Integration Chatbot Fundamentals Understanding The Framework Business Problem- Let\'s Build The Chatbot Building The Solution Implementing The FulFillment Integration With Telegram  Summary And Further Work ['End to End Chatbot with Deployment And Custom Service Integration', 'Chatbot Fundamentals', 'Understanding The Framework', ""Business Problem- Let\\'s Build The Chatbot"", 'Building The Solution', 'Implementing The FulFillment', 'Integration With Telegram', ' Summary And Further Work']"
Amazon Lex Chatbot,61b30b40b733d139bc0e7fc9,"['Basics of a LexBot', 'Customer support Bot', 'Fulfillment with Amazon lambda, python and using Ngrok', 'Integrating Bot with Facebook Messenger', 'conclusion of Lex Bot', 'MohitSharma', ['Basics of a LexBot', 'Customer support Bot', 'Fulfillment with Amazon lambda, python and using Ngrok', 'Integrating Bot with Facebook Messenger', 'conclusion of Lex Bot']]","Basics of a LexBot Customer support Bot Fulfillment with Amazon lambda, python and using Ngrok Integrating Bot with Facebook Messenger conclusion of Lex Bot MohitSharma ['Basics of a LexBot', 'Customer support Bot', 'Fulfillment with Amazon lambda, python and using Ngrok', 'Integrating Bot with Facebook Messenger', 'conclusion of Lex Bot']"
Stats for Beginners,61b30b40b733d139bc0e7fc7,"['Understand what a Normal Distribution is', 'Explain the difference between continuous and discrete variables', ' Understand the Central Limit Theorem', ' Use the Z-Score and Z-Tables', 'Understand the difference between a normal distribution and a t-distribution', 'Create confidence intervals', 'Understand standard deviations', 'Understand what a sampling distribution is', 'Apply Hypothesis Testing for Proportions', 'Use the t-Score and t-Tables', 'krishnaik', ['Understand what a Normal Distribution is', 'Explain the difference between continuous and discrete variables', ' Understand the Central Limit Theorem', ' Use the Z-Score and Z-Tables', 'Understand the difference between a normal distribution and a t-distribution', 'Create confidence intervals', 'Understand standard deviations', 'Understand what a sampling distribution is', 'Apply Hypothesis Testing for Proportions', 'Use the t-Score and t-Tables']]","Understand what a Normal Distribution is Explain the difference between continuous and discrete variables  Understand the Central Limit Theorem  Use the Z-Score and Z-Tables Understand the difference between a normal distribution and a t-distribution Create confidence intervals Understand standard deviations Understand what a sampling distribution is Apply Hypothesis Testing for Proportions Use the t-Score and t-Tables krishnaik ['Understand what a Normal Distribution is', 'Explain the difference between continuous and discrete variables', ' Understand the Central Limit Theorem', ' Use the Z-Score and Z-Tables', 'Understand the difference between a normal distribution and a t-distribution', 'Create confidence intervals', 'Understand standard deviations', 'Understand what a sampling distribution is', 'Apply Hypothesis Testing for Proportions', 'Use the t-Score and t-Tables']"
Machine Learning Foundation,61b30b40b733d139bc0e7fc5,"['Master Machine Learning on Python', 'Make robust Machine Learning models', 'Use Machine Learning for personal purpose', 'Handle advanced techniques like Dimensionality Reduction', 'Classify data using K-Means clustering, Support Vector Machines (SVM), KNN, Decision Trees, Naive Bayes, and PCA', 'Design and evaluate A/B tests using T-Tests and P-Values', 'Data Visualization with MatPlotLib and Seaborn', 'Clean your input data to remove outliers', 'krishnaik', ['Master Machine Learning on Python', 'Make robust Machine Learning models', 'Use Machine Learning for personal purpose', 'Handle advanced techniques like Dimensionality Reduction', 'Classify data using K-Means clustering, Support Vector Machines (SVM), KNN, Decision Trees, Naive Bayes, and PCA', 'Design and evaluate A/B tests using T-Tests and P-Values', 'Data Visualization with MatPlotLib and Seaborn', 'Clean your input data to remove outliers']]","Master Machine Learning on Python Make robust Machine Learning models Use Machine Learning for personal purpose Handle advanced techniques like Dimensionality Reduction Classify data using K-Means clustering, Support Vector Machines (SVM), KNN, Decision Trees, Naive Bayes, and PCA Design and evaluate A/B tests using T-Tests and P-Values Data Visualization with MatPlotLib and Seaborn Clean your input data to remove outliers krishnaik ['Master Machine Learning on Python', 'Make robust Machine Learning models', 'Use Machine Learning for personal purpose', 'Handle advanced techniques like Dimensionality Reduction', 'Classify data using K-Means clustering, Support Vector Machines (SVM), KNN, Decision Trees, Naive Bayes, and PCA', 'Design and evaluate A/B tests using T-Tests and P-Values', 'Data Visualization with MatPlotLib and Seaborn', 'Clean your input data to remove outliers']"
Deep Learning Foundation,61b30b40b733d139bc0e7fc3,"['Neural Network', 'Back propagation', 'CNN', 'krishnaik', ['Neural Network', 'Back propagation', 'CNN']]","Neural Network Back propagation CNN krishnaik ['Neural Network', 'Back propagation', 'CNN']"
React JS,61b30b40b733d139bc0e7fc1,"['Practical implementation of React JS in real world', 'End to End concepts understanding', 'KeshavSingh', ['Practical implementation of React JS in real world', 'End to End concepts understanding']]","Practical implementation of React JS in real world End to End concepts understanding KeshavSingh ['Practical implementation of React JS in real world', 'End to End concepts understanding']"
Angular JS,61b30b40b733d139bc0e7fbf,"['Practical implementation of Angular JS in real world', 'End to End concepts understanding', 'KeshavSingh', ['Practical implementation of Angular JS in real world', 'End to End concepts understanding']]","Practical implementation of Angular JS in real world End to End concepts understanding KeshavSingh ['Practical implementation of Angular JS in real world', 'End to End concepts understanding']"
